chr	start	end	length	summit	tags	NAME	fold_enrichment	FDR%	chromosome	summit_center_pos	summit_centered_start	summit_centered_end
chr8	138469356	138470331	976	531	42	128.03	6.5	0.04	chr8	138469886	138469836	138469936
chr8	139802988	139804602	1615	973	262	2126.41	20.96	0	chr8	139803960	139803910	139804010
chr8	140924954	140925906	953	551	34	155.12	7.79	0.03	chr8	140925504	140925454	140925554
chr8	144968990	144969899	910	477	31	76.84	5	0.1	chr8	144969466	144969416	144969516
chr8	18092465	18093096	632	361	25	170.88	9.66	0.03	chr8	18092825	18092775	18092875
chr8	19016521	19017569	1049	380	43	266.87	11	0.02	chr8	19016900	19016850	19016950
chr8	20805593	20806507	915	432	29	63.9	6.05	0.2	chr8	20806024	20805974	20806074
chr8	20836261	20837348	1088	554	45	359.73	15.86	0.02	chr8	20836814	20836764	20836864
chr8	20893964	20894619	656	268	29	247.11	15.86	0.02	chr8	20894231	20894181	20894281
chr8	24013480	24014459	980	569	63	524.78	23.53	0.02	chr8	24014048	24013998	24014098
chr8	24244970	24246008	1039	574	38	280.71	14.48	0.02	chr8	24245543	24245493	24245593
chr8	26948707	26949281	575	392	18	75.45	4.93	0.1	chr8	26949098	26949048	26949148
chr8	27460536	27461507	972	444	97	642.44	14.81	0.02	chr8	27460979	27460929	27461029
chr8	27597690	27598774	1085	433	37	160.92	6.67	0.03	chr8	27598122	27598072	27598172
chr8	30284630	30285497	868	525	34	223.58	12.22	0.02	chr8	30285154	30285104	30285204
chr8	35583675	35584484	810	456	26	179.77	13.1	0.03	chr8	35584130	35584080	35584180
chr8	38858282	38860310	2029	648	240	1214.78	21.32	0	chr8	38858929	38858879	38858979
chr8	49739498	49740699	1202	619	101	740.13	20	0	chr8	49740116	49740066	49740166
chr8	53319786	53320806	1021	562	32	80.66	5.29	0.08	chr8	53320347	53320297	53320397
chr8	53581302	53582245	944	507	33	118.46	6	0.04	chr8	53581808	53581758	53581858
chr8	53836627	53837339	713	296	25	87.26	5.19	0.07	chr8	53836922	53836872	53836972
chr8	55402638	55403474	837	527	25	60.29	4.41	0.25	chr8	55403164	55403114	55403214
chr8	56247876	56248729	854	456	28	82.49	5.62	0.07	chr8	56248331	56248281	56248381
chr8	56972469	56973474	1006	487	91	404.41	12.17	0.02	chr8	56972955	56972905	56973005
chr8	58487639	58488525	887	346	38	104.25	5.23	0.04	chr8	58487984	58487934	58488034
chr8	59194443	59195514	1072	542	46	74.6	3.62	0.12	chr8	59194984	59194934	59195034
chr8	59574266	59576261	1996	1075	278	1969.3	22.96	0	chr8	59575340	59575290	59575390
chr8	59717549	59718597	1049	479	71	227.07	7.67	0.02	chr8	59718027	59717977	59718077
chr8	61924847	61927011	2165	646	175	893.85	12.99	0	chr8	61925492	61925442	61925542
chr8	65896391	65897486	1096	535	67	291.2	12.38	0.02	chr8	65896925	65896875	65896975
chr8	6631483	6632334	852	407	36	274.64	16.25	0.02	chr8	6631889	6631839	6631939
chr8	66331206	66332875	1670	753	181	1163.44	15.83	0	chr8	66331958	66331908	66332008
chr8	66673957	66674491	535	325	18	56.33	4.82	0.31	chr8	66674281	66674231	66674331
chr8	67002992	67003934	943	401	30	70.64	5	0.14	chr8	67003392	67003342	67003442
chr8	67458272	67459358	1087	487	69	297.51	10.91	0.02	chr8	67458758	67458708	67458808
chr8	6785331	6786087	757	347	18	87.9	8.12	0.07	chr8	6785677	6785627	6785727
chr8	67974110	67975288	1179	632	43	69.23	3.6	0.16	chr8	67974741	67974691	67974791
chr8	68722298	68724074	1777	819	484	2886.27	18.54	0	chr8	68723116	68723066	68723166
chr8	7092002	7092804	803	393	19	75.01	6	0.11	chr8	7092394	7092344	7092444
chr8	71590301	71591835	1535	875	93	416.03	9.5	0.02	chr8	71591175	71591125	71591225
chr8	72023649	72024639	991	494	36	104.07	6.39	0.04	chr8	72024142	72024092	72024192
chr8	72544318	72545508	1191	690	100	609.5	15	0.02	chr8	72545007	72544957	72545057
chr8	72570486	72571518	1033	500	56	121.09	5.81	0.04	chr8	72570985	72570935	72571035
chr8	77986653	77987600	948	466	30	76.73	6.18	0.1	chr8	77987118	77987068	77987168
chr8	82189682	82190451	770	433	29	85.76	5.61	0.07	chr8	82190114	82190064	82190164
chr8	83007148	83008095	948	492	31	96.02	4.46	0.05	chr8	83007639	83007589	83007689
chr8	85560178	85560899	722	499	24	76.73	5	0.1	chr8	85560676	85560626	85560726
chr8	87368648	87369449	802	446	28	84.83	4.79	0.07	chr8	87369093	87369043	87369143
chr8	93976495	93978883	2389	676	240	1586.93	25.53	0	chr8	93977170	93977120	93977220
chr8	95095216	95095862	647	248	32	120.73	6.25	0.04	chr8	95095463	95095413	95095513
chr8	95971734	95972840	1107	557	81	193.97	6.28	0.02	chr8	95972290	95972240	95972340
chr9	102857890	102858807	918	513	34	191.6	13.24	0.02	chr9	102858402	102858352	102858452
chr9	103057294	103058228	935	446	30	102.86	7.5	0.05	chr9	103057739	103057689	103057789
chr9	103147376	103148042	667	162	20	105.55	6.45	0.05	chr9	103147537	103147487	103147587
chr9	108080881	108082070	1190	416	98	731.49	12.23	0	chr9	108081296	108081246	108081346
chr9	110494522	110495879	1358	671	70	82.57	3.72	0.07	chr9	110495192	110495142	110495242
chr9	110956006	110957214	1209	593	85	190.97	6.67	0.02	chr9	110956598	110956548	110956648
chr9	111753314	111754493	1180	620	92	216.13	7.86	0.03	chr9	111753933	111753883	111753983
chr9	112605443	112606631	1189	649	52	76.28	4.03	0.1	chr9	112606091	112606041	112606141
chr9	114182967	114183675	709	303	32	73.15	4.23	0.12	chr9	114183269	114183219	114183319
chr9	116046899	116047870	972	529	32	51.04	4.35	0.42	chr9	116047427	116047377	116047477
chr9	116684319	116685341	1023	523	37	63.61	3.33	0.2	chr9	116684841	116684791	116684891
chr9	116771395	116772659	1265	611	104	624.23	12	0.02	chr9	116772005	116771955	116772055
chr9	117163327	117164072	746	424	24	76.63	5.81	0.1	chr9	117163750	117163700	117163800
chr9	117378578	117379562	985	447	35	88.05	5.26	0.07	chr9	117379024	117378974	117379074
chr9	117753504	117754743	1240	820	34	56.92	3.48	0.29	chr9	117754323	117754273	117754373
chr9	118264979	118265952	974	519	28	91.52	4.23	0.07	chr9	118265497	118265447	118265547
chr9	11894846	11895505	660	406	18	84.86	7.37	0.07	chr9	11895251	11895201	11895301
chr9	120785805	120786616	812	330	30	103.85	6.56	0.04	chr9	120786134	120786084	120786184
chr9	120899304	120901055	1752	623	158	1103.55	25.83	0	chr9	120899926	120899876	120899976
chr9	121327776	121328489	714	493	26	105.94	6.25	0.05	chr9	121328268	121328218	121328318
chr9	121449301	121450403	1103	492	54	136.26	5.77	0.04	chr9	121449792	121449742	121449842
chr9	122365549	122366694	1146	619	52	171.78	7	0.03	chr9	122366167	122366117	122366217
chr9	122615284	122616174	891	349	46	99.44	4.5	0.05	chr9	122615632	122615582	122615682
chr9	125978333	125979675	1343	693	195	1323.58	21.67	0	chr9	125979025	125978975	125979075
chr9	126533610	126534878	1269	582	100	576.82	14.25	0.02	chr9	126534191	126534141	126534241
chr9	127533581	127534046	466	278	20	71.75	3.95	0.13	chr9	127533858	127533808	127533908
chr9	127670413	127671489	1077	585	49	139.69	7.73	0.04	chr9	127670997	127670947	127671047
chr9	129541623	129542310	688	463	19	56.11	4.11	0.31	chr9	129542085	129542035	129542135
chr9	129747848	129748696	849	402	45	137.22	5.8	0.04	chr9	129748249	129748199	129748299
chr9	134609592	134610316	725	248	22	56.69	3.82	0.3	chr9	134609839	134609789	134609889
chr9	136237127	136238175	1049	537	58	180.71	9.4	0.03	chr9	136237663	136237613	136237713
chr9	13979322	13980252	931	484	47	203.05	8.33	0.03	chr9	13979805	13979755	13979855
chr9	14282000	14283116	1117	626	41	196.83	7.63	0.02	chr9	14282625	14282575	14282675
chr9	14466904	14468003	1100	517	44	190.53	6.79	0.02	chr9	14467420	14467370	14467470
chr9	1914092	1914543	452	260	18	114.56	7	0.04	chr9	1914351	1914301	1914401
chr9	19229587	19230635	1049	568	37	136.72	6.64	0.04	chr9	19230154	19230104	19230204
chr9	19726035	19726847	813	419	28	114.12	6.15	0.04	chr9	19726453	19726403	19726503
chr9	21118210	21119285	1076	518	68	542.28	19.72	0.02	chr9	21118727	21118677	21118777
chr9	22457125	22457870	746	180	22	59.53	3.12	0.26	chr9	22457304	22457254	22457354
chr9	24487041	24487849	809	387	18	56.17	5.45	0.31	chr9	24487427	24487377	24487477
chr9	26352178	26352920	743	261	23	64.39	5	0.19	chr9	26352438	26352388	26352488
chr9	26523469	26525266	1798	1029	98	345.56	9.32	0.02	chr9	26524497	26524447	26524547
chr9	31510130	31511515	1386	582	155	1220.77	23.95	0	chr9	31510711	31510661	31510761
chr9	31542001	31542603	603	197	15	68.16	4.26	0.16	chr9	31542197	31542147	31542247
chr9	31776142	31777361	1220	513	100	714.62	18.75	0	chr9	31776654	31776604	31776704
chr9	32927926	32928773	848	347	32	90.29	5	0.06	chr9	32928272	32928222	32928322
chr9	38263497	38264095	599	294	24	72.81	3.99	0.13	chr9	38263790	38263740	38263840
chr9	3944124	3945222	1099	573	46	101.76	5.42	0.05	chr9	3944696	3944646	3944746
chr9	39735292	39736674	1383	504	96	467.74	8.81	0.01	chr9	39735795	39735745	39735845
chr9	4070293	4070959	667	199	24	72.76	4.72	0.13	chr9	4070491	4070441	4070541
chr9	4119893	4120720	828	499	29	81.59	5	0.08	chr9	4120391	4120341	4120441
chr9	4137485	4138396	912	531	33	105.22	6.76	0.05	chr9	4138015	4137965	4138065
chr9	42599173	42600069	897	469	31	56.31	3.91	0.31	chr9	42599641	42599591	42599691
chr9	43066703	43067676	974	409	28	78.67	4.14	0.09	chr9	43067111	43067061	43067161
chr9	43768895	43770352	1458	990	50	152.65	6.56	0.03	chr9	43769884	43769834	43769934
chr9	4507517	4508175	659	366	27	87.78	5.26	0.07	chr9	4507882	4507832	4507932
chr9	4596127	4596997	871	427	23	82.94	5.75	0.07	chr9	4596553	4596503	4596603
chr9	6320191	6321172	982	422	61	377.85	15	0.02	chr9	6320612	6320562	6320662
chr9	70836234	70838151	1918	692	143	409	6.43	0.02	chr9	70836925	70836875	70836975
chr9	71052473	71053280	808	405	24	134.73	9.88	0.04	chr9	71052877	71052827	71052927
chr9	72782314	72783191	878	470	25	61.54	3.44	0.23	chr9	72782783	72782733	72782833
chr9	74268958	74270223	1266	865	40	178.59	7.69	0.03	chr9	74269822	74269772	74269872
chr9	745662	746362	701	281	28	73.97	5.48	0.12	chr9	745942	745892	745992
chr9	74986281	74986887	607	299	16	65.48	4.76	0.18	chr9	74986579	74986529	74986629
chr9	75190835	75191694	860	616	47	234.24	7.35	0.02	chr9	75191450	75191400	75191500
chr9	75640957	75641748	792	473	25	125.52	9.5	0.04	chr9	75641429	75641379	75641479
chr9	76124656	76125442	787	400	21	63.99	6.15	0.19	chr9	76125055	76125005	76125105
chr9	76352007	76352638	632	257	18	68.81	5	0.16	chr9	76352263	76352213	76352313
chr9	76453280	76455249	1970	727	224	1157.31	14.38	0	chr9	76454006	76453956	76454056
chr9	76616147	76617019	873	302	36	194.63	8.82	0.02	chr9	76616448	76616398	76616498
chr9	78836357	78836893	537	340	48	429.89	13.85	0.02	chr9	78836696	78836646	78836746
chr9	79030282	79031164	883	252	69	505.77	13.33	0.01	chr9	79030533	79030483	79030583
chr9	79074667	79075809	1143	758	36	110.1	5.67	0.04	chr9	79075424	79075374	79075474
chr9	79450853	79451992	1140	601	50	180.79	8.06	0.03	chr9	79451453	79451403	79451503
chr9	79602326	79603143	818	410	24	115.09	9.5	0.04	chr9	79602735	79602685	79602785
chr9	82759691	82760712	1022	456	41	235.13	14.02	0.02	chr9	82760146	82760096	82760196
chr9	83731097	83732423	1327	561	129	1161.63	23.22	0	chr9	83731657	83731607	83731707
chr9	85323177	85323660	484	297	14	71.71	5.91	0.14	chr9	85323473	85323423	85323523
chr9	89114787	89115481	695	372	27	139.05	7.92	0.04	chr9	89115158	89115108	89115208
chr9	89951530	89952797	1268	545	69	374.97	13.33	0.02	chr9	89952074	89952024	89952124
chr9	93561322	93562165	844	404	48	124.43	4.73	0.04	chr9	93561725	93561675	93561775
chr9	94351352	94352113	762	260	23	131.63	10.24	0.04	chr9	94351611	94351561	94351661
chr9	97393788	97394579	792	399	22	88.04	6.7	0.07	chr9	97394186	97394136	97394236
chr9	98342743	98343693	951	488	25	103.58	8.5	0.04	chr9	98343230	98343180	98343280
chr9	98558160	98558784	625	292	17	83.18	5.79	0.08	chr9	98558451	98558401	98558501
chrX	103665485	103666191	707	392	30	244.27	16.54	0.02	chrX	103665876	103665826	103665926
chrX	10570713	10571189	477	291	17	111.58	7.78	0.04	chrX	10571003	10570953	10571053
chrX	10624090	10624686	597	398	16	95.68	6.2	0.06	chrX	10624487	10624437	10624537
chrX	107014649	107015677	1029	499	57	542.96	25.51	0.02	chrX	107015147	107015097	107015197
chrX	107101008	107101711	704	223	29	235.7	15.17	0.02	chrX	107101230	107101180	107101280
chrX	113037035	113038081	1047	616	48	407.29	15.17	0.02	chrX	113037650	113037600	113037700
chrX	11399398	11400233	836	390	20	107.83	8.96	0.04	chrX	11399787	11399737	11399837
chrX	11467884	11468637	754	530	26	121.85	6.67	0.04	chrX	11468413	11468363	11468463
chrX	117341786	117342369	584	196	14	69.17	6.25	0.16	chrX	117341981	117341931	117342031
chrX	121221162	121221643	482	238	17	130.57	9.65	0.04	chrX	121221399	121221349	121221449
chrX	122158558	122159221	664	404	29	210.69	13.33	0.03	chrX	122158961	122158911	122159011
chrX	125573434	125574224	791	445	24	146.35	11.25	0.03	chrX	125573878	125573828	125573928
chrX	127522590	127523403	814	327	28	184.88	12.82	0.03	chrX	127522916	127522866	127522966
chrX	128326395	128327045	651	288	21	141.09	10.96	0.04	chrX	128326682	128326632	128326732
chrX	128567245	128568316	1072	479	92	509.34	13.04	0.02	chrX	128567723	128567673	128567773
chrX	128910566	128911596	1031	447	38	154.77	6.79	0.03	chrX	128911012	128910962	128911062
chrX	130011710	130013694	1985	1614	161	1748.6	30.4	0	chrX	130013323	130013273	130013373
chrX	149371079	149371933	855	500	43	313.66	17.5	0.02	chrX	149371578	149371528	149371628
chrX	15734005	15734544	540	218	16	95.87	6.88	0.06	chrX	15734222	15734172	15734272
chrX	15831439	15831967	529	337	17	121.89	8.27	0.04	chrX	15831775	15831725	15831825
chrX	1689297	1690005	709	234	26	168.27	8.33	0.03	chrX	1689530	1689480	1689580
chrX	20489039	20490119	1081	513	45	361.34	17.23	0.02	chrX	20489551	20489501	20489601
chrX	21472201	21472890	690	365	27	129.37	6.92	0.04	chrX	21472565	21472515	21472615
chrX	21857274	21858169	896	387	25	77.64	5.6	0.1	chrX	21857660	21857610	21857710
chrX	25021490	25022200	711	521	22	76.09	5.33	0.1	chrX	25022010	25021960	25022060
chrX	27799771	27800364	594	400	15	88.78	7.58	0.07	chrX	27800170	27800120	27800220
chrX	34155203	34156196	994	453	35	188.37	11.5	0.03	chrX	34155655	34155605	34155705
chrX	37545395	37546313	919	420	24	139.06	7.53	0.04	chrX	37545814	37545764	37545864
chrX	38662980	38663646	667	481	21	72.18	5.36	0.13	chrX	38663460	38663410	38663510
chrX	41819074	41819980	907	445	29	84.81	6.56	0.07	chrX	41819518	41819468	41819568
chrX	43561635	43563203	1569	990	70	520.96	16.87	0.02	chrX	43562624	43562574	43562674
chrX	46449292	46450125	834	384	27	61.8	3.68	0.22	chrX	46449675	46449625	46449725
chrX	46918403	46919270	868	283	53	460.67	16.82	0.01	chrX	46918685	46918635	46918735
chrX	50061537	50062182	646	353	40	357.98	15.61	0.02	chrX	50061889	50061839	50061939
chrX	57320270	57320963	694	373	17	97.37	6.89	0.06	chrX	57320642	57320592	57320692
chrX	62378817	62379510	694	313	21	66	5.9	0.17	chrX	62379129	62379079	62379179
chrX	65964688	65965914	1227	583	98	654.18	16.47	0.02	chrX	65965270	65965220	65965320
chrX	68152797	68153585	789	402	26	97.31	7.14	0.06	chrX	68153198	68153148	68153248
chrX	68833829	68834411	583	199	15	73.81	6.67	0.12	chrX	68834027	68833977	68834077
chrX	69394273	69395178	906	557	37	271.25	15	0.02	chrX	69394829	69394779	69394879
chrX	69439971	69440831	861	451	41	145.49	6.75	0.03	chrX	69440421	69440371	69440471
chrX	70132091	70132667	577	311	14	69.99	5.63	0.16	chrX	70132401	70132351	70132451
chrX	75106522	75107108	587	188	21	118.23	7	0.04	chrX	75106709	75106659	75106759
chrX	77204995	77205831	837	479	76	863.37	33.53	0	chrX	77205473	77205423	77205523
chrX	78055066	78055786	721	393	29	212.38	11.59	0.03	chrX	78055458	78055408	78055508
chrX	78662769	78663274	506	187	15	101.47	8.27	0.05	chrX	78662955	78662905	78663005
chrX	83732079	83732535	457	271	15	84.22	7	0.07	chrX	83732349	83732299	83732399
chrX	92106679	92107694	1016	456	35	118	7.33	0.04	chrX	92107134	92107084	92107184
chrX	92820385	92820991	607	242	20	118.47	10	0.04	chrX	92820626	92820576	92820676
chrX	99913781	99914481	701	393	22	130.39	9.35	0.04	chrX	99914173	99914123	99914223
chrY	14502545	14503100	556	263	15	56.69	4.58	0.3	chrY	14502807	14502757	14502857
chrY	15992613	15993432	820	508	40	311.71	20	0.02	chrY	15993120	15993070	15993170
chrY	1868569	1869203	635	277	34	167.39	7.65	0.03	chrY	1868845	1868795	1868895
chrY	21016942	21017344	403	198	18	147.33	10.62	0.03	chrY	21017139	21017089	21017189
chrY	6878799	6879386	588	226	16	96.93	8.27	0.06	chrY	6879024	6878974	6879074
